职位名称,工资,城市,出勤要求,实习周期,职位福利,公司名称,所属行业,公司规模,投递链接,省份
产品数据管理工程师（实习生）,179.17,北京,5天/周,3个月,半导体设备，包吃住，优秀留用，品牌公寓，工作环境舒服，咖啡奶茶,北方华创微电子,电子/通信/硬件,2000人以上,https://www.shixiseng.com/intern/inn_71wgarxyfbkk?pcm=pc_SearchList,北京
数据维护实习生（Insight数据库）,104.17,杭州,5天/周,3个月,执行力强，高效学习,丁香园,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_ylim54gcskn6?pcm=pc_SearchList,浙江
智能策略-数据运营实习生,145.83,北京,4天/周,4个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_nyltjiq5igtr?pcm=pc_SearchList,北京
数据分析助理（市场方向）,104.17,佛山,5天/周,2个月,高底薪，同事颜值高，专人带领，执行力强，加薪升职不限，奖励多样,广东久亿,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_ikupw1b40myl?pcm=pc_SearchList,广东
人事数据分析实习生（vba）,137.5,北京,3天/周,3个月,满满的实习干货，同事热情，世界500强，实践机会，简单，可依赖，氛围和谐愉快,松下电器,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_ibiatvsyk3rp?pcm=pc_SearchList,北京
软件工程数据采集爬虫专员,187.5,上海,3天/周,3个月,数据分析，数据挖掘,拓端数据,企业服务/咨询,少于15人,https://www.shixiseng.com/intern/inn_1j8gdhxhexfe?pcm=pc_SearchList,上海
人工智能数据项目实习生（英语）,145.83,北京,5天/周,3个月,大数据，办公环境一流，高大上环境，快乐实习，用心学到很多,数据堂,互联网/游戏/软件,150-500人,https://www.shixiseng.com/intern/inn_eqk0jbb0pgcl?pcm=pc_SearchList,北京
Python数据运营实习生(西安),208.33,西安,5天/周,5个月,大数据，金融，投资理财，股票，量化交易，领导好,JoinQuant聚宽,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_aaevlciadkk9?pcm=pc_SearchList,陕西
游戏策划实习生(数据分析),15.0,广州,4天/周,3个月,轻松氛围好，有前景，导师亲自指导，各种活动，五险&双休，领导NICE,点金石,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_eabhfc6edsst?pcm=pc_SearchList,广东
数据分析线上实习讲师,541.67,全国,5天/周,3个月,环境氛围好，企业服务，平台好，全国市场,万能班长,教育/培训,150-500人,https://www.shixiseng.com/intern/inn_gokothq4dcqr?pcm=pc_SearchList,其它
知识与管理数据助理实习生,145.83,上海,4天/周,3个月,大平台，氛围好环境好，培训完善，实习留任，餐车补贴,SGS通标,公共事业/NGO/政府,2000人以上,https://www.shixiseng.com/intern/inn_xasrvycjlsxt?pcm=pc_SearchList,上海
数据分析实习生-收入增长,125.0,上海,5天/周,3个月,薪资无上限，晋升空间，潜力人，零食多，高福利，温馨，内部培训,哈啰,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_lnvmsucwmsnr?pcm=pc_SearchList,上海
超充产品数据工程实习生 ,187.5,上海,5天/周,3个月,世界500强，可转正，高速成长，科技平台，科技，录用机会，技术团队牛逼，同事友好nice，国际范儿，美国分公司,TESLA-特斯拉,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_q1ccljt7v5bf?pcm=pc_SearchList,上海
滴滴数据运营实习生-北京,208.33,北京,5天/周,6个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_uie5e8mjxycm?pcm=pc_SearchList,北京
Data analyst-数据分析师,291.67,上海,4天/周,3个月,校园实习生，高端人脉资源，全英会话，前景广阔，同事关系融洽，待遇优,星潭咨询,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_nv0yvhe5awhu?pcm=pc_SearchList,上海
阿里电商数据分析实习生,30.0,上海,5天/周,3个月,每日赠饮，上司很和蔼，有发展前景，行业领先，知人善教,Protime,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_knxomt76zafv?pcm=pc_SearchList,上海
信息技术部-数据运营实习生,145.83,北京,4天/周,3个月,大平台快速成长，专业，高质量 能学到很多，头部金融机构,华兴资本,金融/经济/投资/财会,500-2000人,https://www.shixiseng.com/intern/inn_wrevso1xcl5k?pcm=pc_SearchList,北京
自动驾驶数据分析实习生,104.17,广州,5天/周,6个月,自动驾驶，AI，互联网，整车研发,小鹏汽车,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_ayau7u95jb6l?pcm=pc_SearchList,广东
博世中国战略数据实习生,137.5,上海,4天/周,4个月,物联网，人工智能，大数据，软件开发，嵌入式，云服务,博世中国,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_vkidcytly3dh?pcm=pc_SearchList,上海
数据分析实习生-电商方向,187.5,东莞,5天/周,6个月,互联网，智能手机,vivo智能手机,电子/通信/硬件,2000人以上,https://www.shixiseng.com/intern/inn_11ks5tafl652?pcm=pc_SearchList,广东
数据分析实习生(内容消费）,145.83,上海,5天/周,6个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_reqivw3lwfrh?pcm=pc_SearchList,上海
群邑智库数据中心实习岗,5.0,上海,5天/周,3个月,免费水果零食，办公轻松氛围，办公环境好,GroupM,广告/传媒/公关/展览,2000人以上,https://www.shixiseng.com/intern/inn_2h96vnwzyhy8?pcm=pc_SearchList,上海
数据产品实习生（商业化）,187.5,上海,5天/周,3个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_qamymnrsinik?pcm=pc_SearchList,上海
数据产品实习生（商业化）,187.5,上海,5天/周,3个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_trzuufainu2q?pcm=pc_SearchList,上海
数据分析实习生（商业化）,145.83,上海,5天/周,6个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_3tugsjo1hoew?pcm=pc_SearchList,上海
实习生-商品计划（数据分析）,137.5,上海,4天/周,6个月,世界五百强，国际化工作环境，免费班车，迪士尼大学培训，自主入园权利，发展机会多，轻松活跃，英文环境，多种专业培训，一流的办公环境,上海迪士尼度假区,广告/传媒/公关/展览,2000人以上,https://www.shixiseng.com/intern/inn_amsw2fku0xtu?pcm=pc_SearchList,上海
数仓开发/数据分析实习生,208.33,北京,4天/周,3个月,五险一金，补充医疗，每日餐补，定期团建，健身房，导师带队,奇安信集团,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_qlsitaqiclbt?pcm=pc_SearchList,北京
投行数据分析开发实习生,166.67,珠海,2天/周,3个月,弹性工作，有创意有乐趣，学习投资，财富自由,BitAudit,互联网/游戏/软件,少于15人,https://www.shixiseng.com/intern/inn_9vq9hburq3hs?pcm=pc_SearchList,广东
数据分析实习生（OTT会员）,145.83,上海,5天/周,3个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_czfwpv5bvi9t?pcm=pc_SearchList,上海
留学生数学统计数据分析,250.0,全国,5天/周,3个月,实习留用机制，餐饮，融洽团队氛围，立即上岗，创新&活跃，自由职业,知文达理教育,教育/培训,50-150人,https://www.shixiseng.com/intern/inn_zd9onlygguxc?pcm=pc_SearchList,其它
数据分析实习生（商业分析）,137.5,杭州,4天/周,3个月,政府相关，地铁口，优厚薪资，五天制,常裕金控,金融/经济/投资/财会,150-500人,https://www.shixiseng.com/intern/inn_dmbzkoshoiyk?pcm=pc_SearchList,浙江
数据分析实习-电商方向,187.5,东莞,5天/周,3个月,互联网，智能手机,vivo智能手机,电子/通信/硬件,2000人以上,https://www.shixiseng.com/intern/inn_g78fhe6irdad?pcm=pc_SearchList,广东
医学数据实习生（用药助手）,125.0,杭州,5天/周,3个月,执行力强，高效学习,丁香园,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_q2xivttkc6rt?pcm=pc_SearchList,浙江
新媒体账号数据标注实习生,5.0,北京,5天/周,5个月,双休&;五险，能力锻炼，双休& 一金，美女如云，有餐补,CSM,广告/传媒/公关/展览,500-2000人,https://www.shixiseng.com/intern/inn_3jxkcohf4n64?pcm=pc_SearchList,北京
用户运营/数据分析实习生,125.0,上海,5天/周,3个月,薪资无上限，晋升空间，潜力人，零食多，高福利，温馨，内部培训,哈啰,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_7ibn9hw0zi4z?pcm=pc_SearchList,上海
流数据内核开发实习生,291.67,杭州,5天/周,6个月,发展无上限，五险一金，周末双休，扁平化管理，技术大牛,DolphinDB智臾科技,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_xwfwhlcusnbl?pcm=pc_SearchList,浙江
数据编辑与活动运营实习生,145.83,深圳,5天/周,3个月,金融科技公司，充满活力，老板超奈斯，年轻化团队，家人般的氛围，免费培训,约调研,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_0uig5d7ha12n?pcm=pc_SearchList,广东
无人机飞行数据分析实习生,145.83,上海,3天/周,4个月,无人机 SLAM，包吃，人工智能，实习生基地,星逻智能,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_zddkwjvqigz4?pcm=pc_SearchList,上海
商务部渠道数据实习生J25634,133.33,北京市,3天/周,3个月,外企实习，500强，医药行业，行业领先,辉瑞,医疗/健康/制药/生物,2000人以上,https://www.shixiseng.com/intern/inn_1plpqybity9j?pcm=pc_SearchList,其它
数据分析师课程/培训招生sh,145.83,上海,5天/周,3个月,邻近地铁,51testing,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_peatttpyso3o?pcm=pc_SearchList,上海
广告数据分析实习生-【商业化】,229.17,北京,5天/周,3个月,有留用机会，拓展人脉，高端职位，金牌导师，新人成长，有发展前景,快手,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_7a7l0uyr6ppy?pcm=pc_SearchList,北京
数据分析实习生（Digital hub）,30.0,广州,5天/周,4个月,平台起点高，能力锻炼，成长空间大，轻松企业氛围，发展快,欧莱雅-百库电商,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_bznfxjmcfw9k?pcm=pc_SearchList,广东
数据分析师课程/培训招生sh1,145.83,上海,5天/周,3个月,邻近地铁,51testing,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_xxjounl7mygf?pcm=pc_SearchList,上海
数据分析实习生（偏风险政策）,166.67,深圳,5天/周,3个月,同事可爱，与成功者为伴，福利完善，早午餐，学习平台广,OPPO,电子/通信/硬件,2000人以上,https://www.shixiseng.com/intern/inn_brnggeeiu7co?pcm=pc_SearchList,广东
数据产品运营实习生（商业化）,208.33,上海,4天/周,3个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_lg6izakkk34s?pcm=pc_SearchList,上海
策略产品实习生（数据分析）(U9189),270.83,北京,5天/周,3个月,上升通道，职位晋升，高人气创始人，快速成长，平台大发展稳健，转正机会大,小米,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_k1lml2rz5oe8?pcm=pc_SearchList,北京
数据分析师课程/培训招生sz,145.83,苏州,5天/周,3个月,管理扁平化，大家庭氛围，员工活动，老板靠谱，话补餐补房补,苏州博为峰,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_zkj2ioap6tmc?pcm=pc_SearchList,江苏
数据分析师课程/培训招生sz1,145.83,苏州,5天/周,3个月,管理扁平化，大家庭氛围，员工活动，老板靠谱，话补餐补房补,苏州博为峰,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_opx90g0bgwd0?pcm=pc_SearchList,江苏
鞋类营销实习生-营销数据方向,112.5,上海,5天/周,3个月,潮流，能力优先，发展机遇，快速成长,得物App,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_nlgjqatuy8ok?pcm=pc_SearchList,上海
区域运营中心-数据运营实习生,145.83,杭州,5天/周,6个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_tdkixlvi1sds?pcm=pc_SearchList,浙江
网约车平台公司-数据分析实习生,229.17,北京,4天/周,4个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_epnx7u5c3hfo?pcm=pc_SearchList,北京
新客运营实习生（数据分析方向）,145.83,上海,5天/周,3个月,潮流，能力优先，发展机遇，快速成长,得物App,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_f0w04ywf8dsb?pcm=pc_SearchList,上海
IBG Food-数据分析实习生,208.33,北京,5天/周,4个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_crjnvbjqtzzx?pcm=pc_SearchList,北京
金融事业部（数仓组）-数据开发实习生,229.17,北京,5天/周,3个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_s26e7oi2dz0p?pcm=pc_SearchList,北京
数据分析师课程杭州/培训招生,104.17,杭州,5天/周,3个月,优秀的团队，福利高于行业，软件测试，数据分析，带薪年假，周末两天休息,杭州博为峰,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_jr7tiqvfyskj?pcm=pc_SearchList,浙江
数据分析师课程/培训招生HF,104.17,合肥,5天/周,3个月,人性管理，氛围好，气氛浓厚，待遇高，快速发展，每年旅游,合肥博为峰,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_p99nq2metfhk?pcm=pc_SearchList,安徽
代驾事业部（增营）-数据运营实习生,145.83,杭州,5天/周,6个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_lp4zatqr4j6f?pcm=pc_SearchList,浙江
数据运营实习生-商业化方向,158.33,北京,5天/周,3个月,有留用机会，拓展人脉，高端职位，金牌导师，新人成长，有发展前景,快手,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_whobbvobybwp?pcm=pc_SearchList,北京
汽车数据科学家实习生—上海(Q9987),270.83,上海,5天/周,3个月,上升通道，职位晋升，高人气创始人，快速成长，平台大发展稳健，转正机会大,小米,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_nkrglcmffena?pcm=pc_SearchList,上海
APP产品数据分析实习生(A85198),10.0,上海,5天/周,6个月,团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良,NIO蔚来,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_y4gz9gwwd8du?pcm=pc_SearchList,上海
Credit Risk-数据分析实习生,208.33,北京,5天/周,6个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_7yyqndvv0c1m?pcm=pc_SearchList,北京
人工智能编辑实习生-代码/数据方向,10.0,北京,3天/周,3个月,亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴,字节跳动,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_fbtbhr16rgqe?pcm=pc_SearchList,北京
北业务中心-数据分析实习生,208.33,北京,5天/周,6个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_iyykqav20w3o?pcm=pc_SearchList,北京
财富委-数据策略研发中心实习生,104.17,上海,5天/周,3个月,创新，优秀团队，金融机构,国金证券,金融/经济/投资/财会,2000人以上,https://www.shixiseng.com/intern/inn_xrmgxxs1y9vs?pcm=pc_SearchList,上海
用户运营（数据运营方向）实习生,91.67,北京,5天/周,3个月,大牛带，学到东西，见明星，大平台，免费食堂，工作环境优美,网易,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_2lntpktf82nm?pcm=pc_SearchList,北京
APP数据分析实习生（UP）(A256015),10.0,上海,5天/周,6个月,团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良,NIO蔚来,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_yzalk6iynlyl?pcm=pc_SearchList,上海
数据科学可视化前端开发工程师,145.83,上海,5天/周,6个月,物联网，人工智能，大数据，软件开发，嵌入式，云服务,博世中国,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_ez4ozclcz5za?pcm=pc_SearchList,上海
基于图数据的机器学习（战略实习生）,270.83,上海,5天/周,6个月,物联网，人工智能，大数据，软件开发，嵌入式，云服务,博世中国,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_faezokapoccj?pcm=pc_SearchList,上海
【暑期实习】数据研发实习生（电商）,151.25,北京,5天/周,3个月,有留用机会，拓展人脉，高端职位，金牌导师，新人成长，有发展前景,快手,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_dmhy8tx4lorb?pcm=pc_SearchList,北京
SRCB-多模态数据处理实习生,145.83,北京,4天/周,3个月,500强外企，顶尖企业，做有趣的公益，大公司，海外国际，开放创新,中国三星,电子/通信/硬件,2000人以上,https://www.shixiseng.com/intern/inn_wvzhobembhdk?pcm=pc_SearchList,北京
教育BG-数据分析实习生-合肥,95.83,合肥,3天/周,3个月,有梦想，锻炼自我，交通生活方便，福利体检，扁平管理，学习内容多,科大讯飞,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_fvtrehnlqplf?pcm=pc_SearchList,安徽
视频云数据研发工程师（实习）,229.17,上海,4天/周,6个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_fnelrdfoglka?pcm=pc_SearchList,上海
数据科学实习生（图神经网络方向）,250.0,上海,5天/周,6个月,物联网，人工智能，大数据，软件开发，嵌入式，云服务,博世中国,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_be7lz2laoo9o?pcm=pc_SearchList,上海
地图数据方向产品实习生（北京）,179.17,北京,5天/周,6个月,丰厚年终奖励，温馨家园，牛人集聚，业界牛人，发展前景广阔，学习机会多，薪酬补贴，氛围欢快,地平线,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_wauc69a0uu6b?pcm=pc_SearchList,北京
数据标注实习生（生物相关专业）,166.67,北京,4天/周,3个月,奖励机制多，合法合规，员工生日会，福利环境超好，业内大牛,百图生科,医疗/健康/制药/生物,50-150人,https://www.shixiseng.com/intern/inn_d6jxevi1ku29?pcm=pc_SearchList,北京
数据分析师课程南昌/培训招生,104.17,南昌,5天/周,3个月,双休，五险，数据分析,南昌博为峰,互联网/游戏/软件,150-500人,https://www.shixiseng.com/intern/inn_jdwihgsqdi5s?pcm=pc_SearchList,江西
数据分析师课程石家庄/培训招生,187.5,石家庄,5天/周,3个月,技术专注，双休;险,博为峰石家庄分公司,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_9dl9gkw3uaoy?pcm=pc_SearchList,河北
青岛实习-数据运营分析实习生,145.83,青岛,4天/周,3个月,老板不任性，年轻&活力,晟之威,快消/百货/批发/零售,50-150人,https://www.shixiseng.com/intern/inn_5vpitscpahbq?pcm=pc_SearchList,山东
数据实习生-商业分析方向（实习岗）,250.0,上海,5天/周,3个月,独角兽，AI,第四范式,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_bsosm0uxrw6l?pcm=pc_SearchList,上海
SRCB-数据分析及AI研究实习生,208.33,北京,4天/周,3个月,500强外企，顶尖企业，做有趣的公益，大公司，海外国际，开放创新,中国三星,电子/通信/硬件,2000人以上,https://www.shixiseng.com/intern/inn_gvjvprlspmtq?pcm=pc_SearchList,北京
数据分析师课程/培训招生（成都）,104.17,成都,5天/周,3个月,软件，实训生，实习，IT，转正五险一金，软件测试，技术，销售，游戏，JAVA,51testing,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_3gq3loeph7c4?pcm=pc_SearchList,四川
 数据分析师课程HZ/培训招生,104.17,杭州,5天/周,3个月,优秀的团队，福利高于行业，软件测试，数据分析，带薪年假，周末两天休息,杭州博为峰,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_8ue6kwp9ccgr?pcm=pc_SearchList,浙江
数据中心设施管理技术支持实习岗,187.5,廊坊,3天/周,3个月,学到东西，可以转正，实习机会好,亚马逊中国,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_brne3guckkoc?pcm=pc_SearchList,河北
数据标注-西语标注/翻译方向,375.0,深圳,5天/周,3个月,团建活动，成长快速，充满激情，好领导，人才培养，团队年轻化，弹性工作时间，年底多薪，良好团队氛围，五险一金,标贝科技,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_fnbebezeldqy?pcm=pc_SearchList,广东
集团财务-财务实习生（数据背景）,137.5,上海,4天/周,4个月,世界五百强,欧莱雅 ,快消/百货/批发/零售,2000人以上,https://www.shixiseng.com/intern/inn_v0e7c4q7yl1a?pcm=pc_SearchList,上海
数据分析实习生-集团分析部-北京,229.17,北京,5天/周,6个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_d3kd0wntg0ri?pcm=pc_SearchList,北京
教育BG-数据校验实习生-北京,112.5,北京,3天/周,1个月,有梦想，锻炼自我，交通生活方便，福利体检，扁平管理，学习内容多,科大讯飞,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_io0zvxynkkcr?pcm=pc_SearchList,北京
数据分析与建模实习生-风险咨询,30.0,北京,5天/周,4个月,国际视野，智力密集型，快速成长空间,毕马威,企业服务/咨询,2000人以上,https://www.shixiseng.com/intern/inn_hrl5gckqp9ps?pcm=pc_SearchList,北京
数据分析实习生（TV用户增长）,145.83,上海,5天/周,6个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_q7h3yvqcilc8?pcm=pc_SearchList,上海
数据分析实习生（主站产研中心）,187.5,上海,5天/周,3个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_8q75ift2edkc?pcm=pc_SearchList,上海
EC Intern(电商数据实习生),5.0,上海,4天/周,3个月,国际平台，良好工作环境，系统培训，轻松氛围，满满实习干货，国际化,dentsu 电通,广告/传媒/公关/展览,2000人以上,https://www.shixiseng.com/intern/inn_naahe8lrgdqv?pcm=pc_SearchList,上海
教育BG-数据校验实习生-北京,112.5,北京,3天/周,1个月,有梦想，锻炼自我，交通生活方便，福利体检，扁平管理，学习内容多,科大讯飞,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_nv0jh6tczihf?pcm=pc_SearchList,北京
教育BG-数据校验实习生-北京,112.5,北京,3天/周,1个月,有梦想，锻炼自我，交通生活方便，福利体检，扁平管理，学习内容多,科大讯飞,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_4bwtbpdcz2ys?pcm=pc_SearchList,北京
金融风险管理咨询—数据分析实习生,30.0,北京,5天/周,6个月,国际视野，智力密集型，快速成长空间,毕马威,企业服务/咨询,2000人以上,https://www.shixiseng.com/intern/inn_g0ki71qbpmoq?pcm=pc_SearchList,北京
环境数据管理实习生（地表水&饮用水）,41.25,广州,5天/周,3个月,环保，NGO，数据,广州绿网,公共事业/NGO/政府,15-50人,https://www.shixiseng.com/intern/inn_b40asyfo2edf?pcm=pc_SearchList,广东
数据分析师课程长沙/培训招生,133.33,长沙,5天/周,3个月,福利体检，行业领导者，工作氛围宽松，通讯津贴，团队年轻，新三板上市,长沙博为峰,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_b2maro4yy1tb?pcm=pc_SearchList,湖南
数据标注-土耳其语标注/翻译方向,375.0,深圳,5天/周,3个月,团建活动，成长快速，充满激情，好领导，人才培养，团队年轻化，弹性工作时间，年底多薪，良好团队氛围，五险一金,标贝科技,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_mztucmkm5pm3?pcm=pc_SearchList,广东
数据分析师课程石家庄/培训招生,187.5,石家庄,5天/周,3个月,技术专注，双休;险,博为峰石家庄分公司,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_wf8nz5agetuc?pcm=pc_SearchList,河北
医学数据维护实习生（用药助手）,112.5,杭州,5天/周,3个月,执行力强，高效学习,丁香园,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_m0co4et296ll?pcm=pc_SearchList,浙江
数据分析师课程青岛/培训招生,187.5,青岛,5天/周,3个月,技术专注，双休;险,博为峰石家庄分公司,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_miujpfeke0fk?pcm=pc_SearchList,山东
内容策略（数据分析）实习 IBD,薪资面议,北京,5天/周,3个月,行业领先地位，不打杂的实习，工作有挑战，导师一对一，简单文化氛围，成长飞速,爱奇艺,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_1zzfql4evakd?pcm=pc_SearchList,北京
【暑期实习】数据分析实习生-【效率工程】,207.92,北京,5天/周,5个月,有留用机会，拓展人脉，高端职位，金牌导师，新人成长，有发展前景,快手,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_xvkcohtahpdq?pcm=pc_SearchList,北京
AI与数据平台部-Golang后端开发实习生,187.5,北京,5天/周,3个月,实力大背景，年轻群体，有转正机会，精彩活动，逗比同事，行业龙头，提供学习成长机会，老板nice，高大上办公环境,百度,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_jtsdh4sglwy0?pcm=pc_SearchList,北京
数据及智能决策（保险&支付）-算法实习生,208.33,北京,5天/周,3个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_7bxy8eqawlki?pcm=pc_SearchList,北京
基础场景（产品方向）数据分析实习生,104.17,北京,5天/周,3个月,行业口碑，办公用品，不定时聚餐，大咖，公司氛围好，工作环境舒适,知乎,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_wtndbjazdtws?pcm=pc_SearchList,北京
加油区域（西北省区）-数据运营实习生,145.83,太原,5天/周,6个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_g9j9ofk65lcg?pcm=pc_SearchList,山西
